PseudoB,PseudoO,Functional,Software,Method,CID,MID,SID
PAW-V,PAW-O,PBE,VASP,E,ITEOO-369,2,4
PAW-V,PAW-O,PBE,VASP,E,ITEOO-370,2,4
PAW-V,PAW-O,PBE,VASP,E,ITEOO-371,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-372,2,3
PAW-V,PAW-O,PBE,VASP,E,ITEOO-373,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-374,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-375,2,4
PAW-V,PAW-O,PBE,VASP,E,ITEOO-376,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-377,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-378,2,4
PAW-V,PAW-O,PBE,VASP,E,ITEOO-379,2,3
PAW-V,PAW-O,PBE,VASP,E,ITEOO-380,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-381,2,3
PAW-V,PAW-O,PBE,VASP,E,ITEOO-382,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-383,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-384,2,3
PAW-V,PAW-O,PBE,VASP,E,ITEOO-385,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-386,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-387,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-388,2,3
PAW-V,PAW-O,PBE,VASP,E,ITEOO-389,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-390,2,4
PAW-V,PAW-O,PBE,VASP,E,ITEOO-391,2,1
PAW-V,PAW-O,PBE,VASP,E,ITEOO-392,2,4
PAW-V,PAW-O,PBE,VASP,E,ITEOO-393,2,2
PAW-V,PAW-O,PBE,VASP,E,ITEOO-394,2,3
PAW-V,PAW-O,PBE,VASP,E,ITEOO-395,2,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-396,3,6
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-397,3,6
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-398,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-399,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-400,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-401,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-402,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-403,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-404,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-405,3,6
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-406,3,6
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-407,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-408,3,6
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-409,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-410,3,6
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-411,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-412,3,3
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-413,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-414,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-415,3,1
PAW-Ru,PAW-O,PBE,VASP,E,ITEOO-416,3,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-417,4,1
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-418,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-419,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-420,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-421,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-422,4,1
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-423,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-424,4,1
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-425,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-426,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-427,4,1
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-428,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-429,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-430,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-431,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-432,4,3
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-433,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-434,4,6
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-435,4,1
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-436,4,1
PAW-Ir,PAW-O,PBE,VASP,E,ITEOO-437,4,1
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-438,1,8
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-439,1,8
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-440,1,8
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-441,1,8
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-442,1,8
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-443,1,8
PAW-Ti,PAW-O,PBE,VASP,E,ITEOO-444,1,8
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-445,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-446,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-447,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-448,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-449,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-450,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-451,1,1
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-452,1,3
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-453,1,3
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-454,1,3
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-455,1,3
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-456,1,3
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-457,1,3
US-Ti-pv-sv,US-O,PBE,QE,E,ITEOO-458,1,3
PAW-Ti,PAW-O,PS,VASP,LR,ITEOO-459,1,1
PAW-Ti,PAW-O,PS,VASP,LR,ITEOO-460,1,2
PAW-Ti-pv,PAW-O,PBE,VASP,LR,ITEOO-461,1,1
PAW-Ti-pv,PAW-O,PBE,VASP,LR,ITEOO-462,1,2
PAW-Ti-sv,PAW-O,PBE,VASP,LR,ITEOO-463,1,1
PAW-Ti-sv,PAW-O,PBE,VASP,LR,ITEOO-464,1,2
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-465,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-466,1,2
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-467,1,3
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-468,1,4
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-469,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-470,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-471,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-472,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-473,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-474,1,1
PAW-Ti,PAW-O,PBE,VASP,PDOS,ITEOO-475,1,1
PAW-Ti,PAW-O,PBE,VASP,PDOS,ITEOO-476,1,1
PAW-Ti,PAW-O,PBE,VASP,PDOS,ITEOO-477,1,2
PAW-Ti,PAW-O,PBE,VASP,PDOS,ITEOO-478,1,2
PAW-Ti-pv,PAW-O,PBE,VASP,PDOS,ITEOO-479,1,1
PAW-Ti-pv,PAW-O,PBE,VASP,PDOS,ITEOO-480,1,1
PAW-Ti-pv,PAW-O,PBE,VASP,PDOS,ITEOO-481,1,2
PAW-Ti-pv,PAW-O,PBE,VASP,PDOS,ITEOO-482,1,2
PAW-Ti-sv,PAW-O,PBE,VASP,PDOS,ITEOO-483,1,1
PAW-Ti-sv,PAW-O,PBE,VASP,PDOS,ITEOO-484,1,1
PAW-Ti-sv,PAW-O,PBE,VASP,PDOS,ITEOO-485,1,2
PAW-Ti-sv,PAW-O,PBE,VASP,PDOS,ITEOO-486,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-488,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-489,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-490,1,1
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-491,1,1
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-492,1,1
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-493,1,1
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-494,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-495,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-496,1,1
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-497,1,1
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-498,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-499,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-500,1,2
PAW-Ti,PAW-O,PBE0,VASP,E,ITEOO-501,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-502,1,3
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-503,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-504,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-505,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-506,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-507,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-508,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-509,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-510,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-511,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-512,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-513,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-514,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-515,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-516,1,2
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-517,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-518,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-519,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-520,1,1
PAW-Ti,PAW-O,PBE,VASP,LR,ITEOO-521,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-522,1,1
PAW-Ti,PAW-O,HSE06,VASP,E,ITEOO-523,1,2
